"ArrayRegularity","NRL","Shift","ORF"
0.93,168,0,"YOR237W"
0.71,167,-17,"YOR239W"
0.9,162,0,"YOR241W"
0.73,183,-1,"YOR242C"
0.9,164,7,"YOR243C"
0.94,164,5,"YOR244W"
0.79,168,-4,"YOR245C"
0.81,178,0,"YOR247W"
0.85,164,-13,"YOR249C"
0.95,165,-1,"YOR250C"
0.92,178,-1,"YOR251C"
0.74,177,-2,"YOR252W"
0.9,174,-6,"YOR253W"
0.94,166,12,"YOR254C"
0.94,181,3,"YOR255W"
0.9,164,7,"YOR256C"
0.82,171,-8,"YOR257W"
0.74,169,-10,"YOR258W"
0.9,167,-12,"YOR259C"
0.92,158,0,"YOR260W"
0.95,162,0,"YOR261C"
0.94,167,20,"YOR262W"
0.87,183,-6,"YOR264W"
0.66,180,-16,"YOR265W"
0.87,166,-15,"YOR266W"
0.85,163,-22,"YOR267C"
0.88,163,2,"YOR269W"
0.85,163,0,"YOR270C"
0.84,166,1,"YOR272W"
0.84,179,-6,"YOR273C"
0.85,170,18,"YOR274W"
0.92,168,-2,"YOR275C"
0.92,160,-6,"YOR276W"
0.84,166,-10,"YOR278W"
0.9,168,18,"YOR279C"
0.82,166,20,"YOR280C"
0.87,180,-18,"YOR281C"
0.86,179,-11,"YOR284W"
0.82,212,-3,"YOR285W"
0.86,172,-9,"YOR286W"
0.96,166,0,"YOR287C"
0.92,165,12,"YOR288C"
0.92,158,0,"YOR290C"
0.95,171,-6,"YOR291W"
0.87,160,0,"YOR293W"
0.9,164,-4,"YOR294W"
0.82,172,11,"YOR295W"
0.89,161,0,"YOR297C"
0.92,169,-4,"YOR298W"
0.84,163,0,"YOR298C-A"
0.74,165,-1,"YOR299W"
0.84,163,-3,"YOR301W"
0.8,173,3,"YOR302W"
0.8,173,3,"YOR303W"
0.95,165,0,"YOR304W"
0.95,165,0,"YOR305W"
0.83,163,-17,"YOR306C"
0.86,162,-2,"YOR307C"
0.93,167,0,"YOR308C"
0.9,166,5,"YOR310C"
0.83,160,-1,"YOR311C"
0.86,155,4,"YOR312C"
0.87,182,0,"YOR313C"
0.68,187,-19,"YOR315W"
0.94,167,0,"YOR316C"
0.71,131,0,"YOR317W"
0.87,171,-10,"YOR319W"
0.97,168,-2,"YOR320C"
0.93,166,-2,"YOR321W"
0.94,165,14,"YOR322C"
0.88,167,-6,"YOR323C"
0.89,168,3,"YOR324C"
0.94,157,0,"YOR326W"
0.74,168,10,"YOR327C"
0.84,171,4,"YOR328W"
0.82,162,-9,"YOR329C"
0.77,165,0,"YOR330C"
0.96,171,0,"YOR332W"
0.95,167,5,"YOR334W"
0.88,164,-3,"YOR335C"
0.9,161,10,"YOR336W"
0.9,170,11,"YOR337W"
0.28,219,70,"YOR339C"
0.94,166,0,"YOR340C"
0.92,166,18,"YOR341W"
0.64,159,15,"YOR344C"
0.95,166,0,"YOR346W"
0.81,163,-24,"YOR347C"
0.92,168,0,"YOR349W"
0.94,168,-2,"YOR350C"
0.88,166,3,"YOR351C"
0.93,165,-17,"YOR353C"
0.91,160,-3,"YOR354C"
0.73,201,40,"YOR355W"
0.84,167,-13,"YOR356W"
0.72,182,2,"YOR357C"
0.55,161,14,"YOR358W"
0.91,165,1,"YOR359W"
0.85,165,-5,"YOR360C"
0.91,161,0,"YOR361C"
0.84,155,0,"YOR362C"
0.88,168,-9,"YOR363C"
0.75,163,-6,"YOR367W"
0.78,166,-23,"YOR368W"
0.75,165,33,"YOR369C"
0.93,163,0,"YOR370C"
0.89,168,9,"YOR371C"
0.79,161,0,"YOR372C"
0.83,165,7,"YOR373W"
0.75,149,-1,"YOR374W"
0.86,171,0,"YOR375C"
0.73,183,-12,"YOR377W"
0.93,168,2,"YOR380W"
0.79,180,-12,"YOR381W"
0.93,170,-3,"YOR382W"
0.69,172,-25,"YOR383C"
0.73,179,-32,"YOR384W"
0.88,168,4,"YOR386W"
0.56,172,12,"YOR388C"
0.7,165,2,"YOR391C"
0,NA,NA,"YOR393W"
0,NA,NA,"YOR394W"
0,NA,NA,"YPL283C"
0.22,198,0,"YPL282C"
0,NA,NA,"YPL281C"
0.88,171,20,"YPL274W"
0.89,164,20,"YPL273W"
0.76,186,-8,"YPL271W"
0.93,165,6,"YPL270W"
0.86,164,-9,"YPL269W"
0.88,163,0,"YPL268W"
0.8,163,2,"YPL267W"
0.9,160,10,"YPL266W"
0.74,166,-9,"YPL265W"
0.86,166,1,"YPL263C"
0.76,163,26,"YPL262W"
0.96,165,0,"YPL259C"
0.79,156,0,"YPL258C"
0.8,168,14,"YPL256C"
0.87,164,0,"YPL255W"
0.83,168,18,"YPL254W"
0.94,166,1,"YPL253C"
0.62,148,7,"YPL252C"
0.47,166,6,"YPL250C"
0.72,162,24,"YPL249C-A"
0.87,164,-16,"YPL249C"
0.94,169,0,"YPL248C"
0.76,155,3,"YPL246C"
0.83,165,6,"YPL244C"
0.87,163,-10,"YPL243W"
0.93,164,-2,"YPL242C"
0.8,181,-3,"YPL241C"
0.86,168,11,"YPL240C"
0.85,187,-6,"YPL239W"
0.9,163,-5,"YPL237W"
0.89,164,-10,"YPL235W"
0.87,156,0,"YPL234C"
0.66,207,-27,"YPL233W"
0.86,168,-1,"YPL232W"
0.62,209,6,"YPL231W"
0.7,168,-20,"YPL230W"
0.92,164,3,"YPL228W"
0.95,166,3,"YPL227C"
0.94,170,5,"YPL226W"
0.87,173,-14,"YPL225W"
0.84,166,-8,"YPL224C"
0.85,176,18,"YPL221W"
0.61,210,-1,"YPL220W"
0.9,168,-1,"YPL219W"
0.86,164,2,"YPL218W"
0.93,162,-1,"YPL217C"
0.95,164,-2,"YPL215W"
0.93,166,3,"YPL214C"
0.96,165,2,"YPL213W"
0.93,165,0,"YPL212C"
0.95,173,8,"YPL211W"
0.9,163,-3,"YPL210C"
0.88,164,13,"YPL209C"
0.83,167,0,"YPL208W"
0.95,165,0,"YPL207W"
0.93,161,0,"YPL206C"
0.88,163,0,"YPL204W"
0.97,166,2,"YPL203W"
0.86,166,0,"YPL202C"
0.91,165,11,"YPL201C"
0.81,165,-17,"YPL200W"
0.82,152,10,"YPL198W"
0.89,159,6,"YPL196W"
0.87,165,2,"YPL195W"
0.92,166,-5,"YPL194W"
0.96,167,1,"YPL193W"
0.96,171,5,"YPL192C"
0.89,157,-7,"YPL190C"
0.62,153,-7,"YPL189C-A"
0.68,151,0,"YPL189W"
0.92,166,3,"YPL188W"
0.85,173,6,"YPL187W"
0.82,177,12,"YPL186C"
0.81,161,-2,"YPL184C"
0.91,173,-22,"YPL183W-A"
0.93,163,-13,"YPL183C"
0.84,169,4,"YPL181W"
0.91,166,-12,"YPL180W"
0.92,166,-6,"YPL179W"
0.78,165,-9,"YPL178W"
0.55,190,25,"YPL177C"
0.89,163,-2,"YPL176C"
0.93,167,11,"YPL175W"
0.92,165,8,"YPL174C"
0.9,167,9,"YPL173W"
0.93,172,-7,"YPL172C"
0.74,197,-26,"YPL171C"
0.79,179,4,"YPL170W"
0.93,165,5,"YPL169C"
0.9,162,-7,"YPL167C"
0.85,165,15,"YPL166W"
0.82,161,8,"YPL165C"
0.95,163,0,"YPL164C"
0.87,182,2,"YPL163C"
0.94,162,0,"YPL161C"
0.89,164,9,"YPL160W"
0.93,168,0,"YPL159C"
0.85,166,-1,"YPL158C"
0.77,183,-7,"YPL157W"
0.86,157,0,"YPL156C"
0.9,168,-12,"YPL155C"
0.89,165,-5,"YPL154C"
0.9,168,9,"YPL153C"
0.85,164,0,"YPL152W"
0.82,171,0,"YPL151C"
0.86,160,0,"YPL149W"
0.93,164,1,"YPL148C"
0.94,168,0,"YPL147W"
0.92,164,0,"YPL146C"
0.92,167,17,"YPL145C"
0.86,177,0,"YPL144W"
0.85,149,4,"YPL143W"
0.81,168,3,"YPL141C"
0.93,164,6,"YPL140C"
0.9,166,-7,"YPL139C"
0.75,168,-9,"YPL138C"
0.89,171,-18,"YPL137C"
0.9,166,24,"YPL135W"
0.88,189,-7,"YPL134C"
0.89,164,-13,"YPL133C"
0.75,174,-14,"YPL132W"
0.65,165,-4,"YPL131W"
0.9,181,-3,"YPL130W"
0.93,168,10,"YPL129W"
0.9,168,-1,"YPL128C"
0.73,163,2,"YPL127C"
0.88,164,15,"YPL126W"
0.94,164,12,"YPL125W"
0.93,170,4,"YPL124W"
0.92,162,-2,"YPL123C"
0.93,164,-3,"YPL122C"
0.92,166,8,"YPL121C"
0.88,170,-6,"YPL120W"
0.74,171,0,"YPL119C"
0.9,163,4,"YPL118W"
0.69,174,1,"YPL117C"
0.89,167,-28,"YPL116W"
0.92,163,-1,"YPL115C"
0.8,166,-18,"YPL112C"
0.68,206,2,"YPL111W"
0.8,168,-14,"YPL110C"
0.89,172,8,"YPL106C"
0.84,163,-1,"YPL105C"
0.97,170,3,"YPL104W"
0.96,167,0,"YPL103C"
0.96,168,4,"YPL101W"
0.9,165,-10,"YPL100W"
0.89,170,-21,"YPL099C"
0.81,171,-14,"YPL098C"
0.84,168,-3,"YPL097W"
0.83,166,17,"YPL096C-A"
0.91,171,15,"YPL096W"
0.86,167,1,"YPL095C"
0.91,168,-1,"YPL094C"
0.88,162,3,"YPL093W"
0.95,179,24,"YPL092W"
0.8,170,-2,"YPL091W"
0.64,164,22,"YPL090C"
0.63,184,0,"YPL089C"
0.64,170,70,"YPL087W"
0.92,163,7,"YPL086C"
0.95,167,9,"YPL085W"
0.88,165,0,"YPL084W"
0.87,167,-15,"YPL083C"
0.97,162,-4,"YPL082C"
0.58,159,0,"YPL081W"
0.93,166,1,"YPL079W"
0.93,165,0,"YPL078C"
0.87,162,5,"YPL076W"
0.54,130,0,"YPL075W"
0.93,165,-3,"YPL074W"
0.97,164,0,"YPL072W"
0.89,167,2,"YPL070W"
0.97,167,9,"YPL069C"
0.87,167,-9,"YPL065W"
0.91,164,2,"YPL064C"
0.9,166,0,"YPL063W"
0.75,139,0,"YPL061W"
0.84,167,-7,"YPL060W"
0.86,161,5,"YPL059W"
0.75,176,4,"YPL058C"
0.63,130,3,"YPL057C"
0.71,175,-16,"YPL055C"
0.82,168,9,"YPL054W"
0.93,164,5,"YPL053C"
0.87,161,1,"YPL052W"
0.9,170,3,"YPL051W"
0.86,165,-3,"YPL050C"
0.92,164,-1,"YPL049C"
0.76,173,40,"YPL048W"
0.88,171,9,"YPL047W"
0.85,174,-3,"YPL046C"
0.92,172,9,"YPL045W"
0.91,165,2,"YPL043W"
0.95,167,0,"YPL042C"
0.91,166,0,"YPL040C"
0.76,169,-9,"YPL038W"
0.65,170,-16,"YPL037C"
0.76,197,-23,"YPL036W"
0.88,175,-11,"YPL033C"
0.61,166,0,"YPL032C"
0.86,163,4,"YPL031C"
0.84,165,0,"YPL030W"
0.88,166,-9,"YPL029W"
0.69,156,4,"YPL028W"
0.81,159,5,"YPL027W"
0.89,163,0,"YPL026C"
0.73,180,-30,"YPL024W"
0.76,165,0,"YPL023C"
0.83,170,2,"YPL022W"
0.92,169,5,"YPL021W"
0.82,162,-5,"YPL020C"
0.74,163,21,"YPL019C"
0.91,172,-6,"YPL018W"
0.84,171,-4,"YPL017C"
0.86,175,-14,"YPL015C"
0.87,159,0,"YPL013C"
0.91,164,-10,"YPL012W"
0.95,167,2,"YPL011C"
0.88,168,14,"YPL010W"
0.89,166,-20,"YPL009C"
0.94,164,-3,"YPL008W"
0.94,165,9,"YPL007C"
0.55,161,24,"YPL006W"
0.92,162,0,"YPL005W"
0.75,159,-16,"YPL004C"
0.81,166,-26,"YPL003W"
0.8,167,8,"YPL002C"
0.84,173,-9,"YPL001W"
0.93,168,-17,"YPR001W"
0.95,174,13,"YPR002W"
0.93,165,1,"YPR004C"
0.94,169,0,"YPR005C"
0.9,164,-17,"YPR006C"
0.94,174,0,"YPR008W"
0.86,173,20,"YPR009W"
0.91,168,2,"YPR010C"
0.71,174,3,"YPR016C"
0.63,153,-12,"YPR017C"
0.9,167,8,"YPR018W"
0.88,168,-1,"YPR019W"
0.86,165,-5,"YPR020W"
0.91,166,1,"YPR021C"
0.75,167,-4,"YPR023C"
0.91,165,3,"YPR024W"
0.91,168,1,"YPR025C"
0.84,171,7,"YPR026W"
0.84,162,-11,"YPR028W"
0.89,167,0,"YPR029C"
0.68,130,10,"YPR030W"
0.93,170,2,"YPR031W"
0.92,169,12,"YPR032W"
0.91,164,17,"YPR033C"
0.92,161,1,"YPR034W"
0.57,167,70,"YPR035W"
0.83,165,3,"YPR036W"
0.72,157,-5,"YPR036W-A"
0.62,180,4,"YPR037C"
0.93,168,12,"YPR040W"
0.92,164,-5,"YPR041W"
0.92,166,2,"YPR042C"
0.81,157,0,"YPR043W"
0.93,165,5,"YPR045C"
0.74,175,-13,"YPR046W"
0.93,173,-12,"YPR047W"
0.94,166,10,"YPR048W"
0.93,165,-8,"YPR049C"
0.65,165,6,"YPR051W"
0.75,160,0,"YPR052C"
0.85,189,10,"YPR054W"
0.9,164,0,"YPR055W"
0.92,165,-7,"YPR056W"
0.77,157,-2,"YPR057W"
0.93,171,-11,"YPR058W"
0.9,165,2,"YPR060C"
0.92,169,6,"YPR061C"
0.71,159,7,"YPR062W"
0.56,181,7,"YPR065W"
0.83,168,13,"YPR066W"
0.76,175,-6,"YPR067W"
0.94,169,-10,"YPR068C"
0.91,174,10,"YPR069C"
0.89,165,-11,"YPR070W"
0.87,159,-3,"YPR072W"
0.77,164,1,"YPR073C"
0.62,130,0,"YPR074C"
0.83,163,-6,"YPR075C"
0.83,167,-7,"YPR079W"
0.26,187,20,"YPR080W"
0.69,166,19,"YPR081C"
0.9,169,0,"YPR082C"
0.91,162,0,"YPR083W"
0.92,166,0,"YPR085C"
0.9,170,14,"YPR086W"
0.89,164,-1,"YPR088C"
0.89,163,-10,"YPR091C"
0.5,166,7,"YPR093C"
0.67,171,9,"YPR094W"
0.9,163,-7,"YPR095C"
0.86,162,0,"YPR097W"
0.82,175,-8,"YPR098C"
0.7,220,0,"YPR100W"
0.74,165,0,"YPR101W"
0.35,190,-43,"YPR102C"
0.9,161,-8,"YPR103W"
0.89,165,5,"YPR104C"
0.82,166,-12,"YPR105C"
0.84,166,-14,"YPR106W"
0.92,171,0,"YPR107C"
0.86,163,7,"YPR108W"
0.76,158,0,"YPR110C"
0.85,170,-11,"YPR111W"
0.92,164,0,"YPR112C"
0.93,177,0,"YPR113W"
0.81,167,6,"YPR115W"
0.87,159,-1,"YPR116W"
0.96,164,0,"YPR118W"
0.79,170,0,"YPR119W"
0.93,183,4,"YPR120C"
0.6,157,-6,"YPR121W"
0.95,170,6,"YPR122W"
0.76,166,17,"YPR124W"
0.88,164,1,"YPR125W"
0.58,170,-13,"YPR127W"
0.9,171,-7,"YPR128C"
0.97,166,0,"YPR129W"
0.79,168,5,"YPR131C"
0.87,156,14,"YPR132W"
0.89,164,0,"YPR133C"
0.84,174,-7,"YPR133W-A"
0.73,187,-4,"YPR134W"
0.94,166,5,"YPR135W"
0.9,166,7,"YPR137W"
0.79,163,5,"YPR138C"
0.84,167,1,"YPR139C"
0.86,169,11,"YPR140W"
0.93,167,0,"YPR141C"
0.89,168,3,"YPR143W"
0.88,165,-2,"YPR144C"
0.58,140,0,"YPR145W"
0.87,166,13,"YPR148C"
0.57,164,-2,"YPR149W"
0.89,182,21,"YPR151C"
0.77,167,7,"YPR152C"
0.68,209,-16,"YPR153W"
0.94,170,-19,"YPR154W"
0.89,164,-9,"YPR155C"
0.63,130,0,"YPR156C"
0.91,173,-8,"YPR158W"
0.8,154,0,"YPR159W"
0.71,174,-3,"YPR160W"
0.87,165,0,"YPR161C"
0.79,165,-2,"YPR162C"
0.82,159,4,"YPR163C"
0.87,165,0,"YPR164W"
0.87,159,0,"YPR165W"
0.73,162,1,"YPR166C"
0.76,159,17,"YPR167C"
0.54,202,-21,"YPR168W"
0.85,157,-1,"YPR169W"
0.93,169,12,"YPR171W"
0.91,163,6,"YPR173C"
0.91,167,-5,"YPR175W"
0.94,170,-1,"YPR176C"
0.91,169,-9,"YPR178W"
0.88,162,0,"YPR179C"
0.92,167,3,"YPR180W"
0.87,164,0,"YPR181C"
0.59,145,22,"YPR182W"
0.77,157,0,"YPR183W"
0.93,170,5,"YPR184W"
0.96,169,6,"YPR185W"
0.95,170,5,"YPR186C"
0.92,164,-2,"YPR187W"
0.89,169,3,"YPR188C"
0.88,168,-10,"YPR189W"
0.93,166,1,"YPR190C"
0.88,169,0,"YPR191W"
0.78,176,-34,"YPR192W"
0.79,171,-3,"YPR193C"
0.84,164,-6,"YPR198W"
0.87,154,0,"YPR199C"
0.47,162,-15,"YPR200C"
0.5,161,-6,"YPR201W"
0.92,178,7,"YAL067W-A"
0.77,169,0,"YAL064C-A"
0.78,165,-5,"YAL061W"
0.86,175,-7,"YAL044W-A"
0.11,192,40,"YAL037C-A"
0.64,178,-8,"YAL037W"
0.87,174,1,"YAL018C"
0.87,163,-18,"YAR023C"
0.86,163,0,"YAR028W"
0.87,172,-10,"YAR029W"
0.83,172,0,"YAR035C-A"
0.24,214,-29,"YAR066W"
0.36,207,-70,"YBL111C"
0.92,176,-13,"YBL107C"
0.93,165,12,"YBL104C"
0.43,220,41,"YBL100W-C"
0.94,165,-4,"YBL095W"
0.9,166,-7,"YBL086C"
0.93,168,6,"YBL081W"
0.54,164,4,"YBL071C-B"
0.51,220,39,"YBL059W"
0.69,184,12,"YBL039W-B"
0.64,187,-5,"YBL029C-A"
0.9,174,0,"YBL010C"
0.73,185,12,"YBL008W-A"
0.87,164,-7,"YBR007C"
0,NA,NA,"YBR013C"
0.92,167,8,"YBR028C"
0.9,170,-7,"YBR033W"
0.81,208,-12,"YBR047W"
0.89,161,-4,"YBR053C"
0.92,171,-32,"YBR056W"
0.81,164,-13,"YBR062C"
0.88,163,2,"YBR063C"
0.82,166,1,"YBR071W"
0.94,170,5,"YBR072C-A"
0.93,165,1,"YBR074W"
0.86,160,-14,"YBR085C-A"
0.64,155,-1,"YBR090C"
0.86,181,11,"YBR096W"
0.89,168,0,"YBR138C"
0.87,167,9,"YBR141C"
0.71,170,-12,"YBR182C-A"
0.89,170,5,"YBR184W"
0.83,163,-7,"YBR187W"
0.29,220,8,"YBR196C-B"
0.53,220,-10,"YBR197C"
0.68,148,6,"YBR200W-A"
0.9,170,27,"YBR201C-A"
0.95,164,-2,"YBR220C"
0.9,165,14,"YBR221W-A"
0.9,167,8,"YBR225W"
0.68,194,-24,"YBR230W-A"
0.96,166,2,"YBR235W"
0.95,169,0,"YBR239C"
0.83,176,12,"YBR241C"
0.91,174,0,"YBR242W"
0.9,164,7,"YBR246W"
0.89,177,-12,"YBR255C-A"
0.93,169,-5,"YBR259W"
0.8,167,-24,"YBR269C"
0.9,165,2,"YBR270C"
0.9,164,3,"YBR271W"
0.8,170,26,"YBR284W"
0.82,169,-14,"YBR285W"
0.88,167,-16,"YBR287W"
0.75,163,26,"YBR296C-A"
0.51,136,0,"YCL068C"
0.86,174,9,"YCL057C-A"
0.79,173,8,"YCL056C"
0.87,168,10,"YCL049C"
0.5,196,-4,"YCL048W-A"
0.93,172,0,"YCL047C"
0.66,191,-34,"YCL042W"
0.9,176,-7,"YCL026C-B"
0.96,172,4,"YCL002C"
0.63,164,8,"YCL001W-A"
0.87,166,-2,"YCR015C"
0.84,171,-4,"YCR016W"
0.77,156,0,"YCR043C"
0.77,177,-2,"YCR050C"
0.81,166,2,"YCR051W"
0.9,166,1,"YCR061W"
0.92,164,7,"YCR075W-A"
0.86,158,-2,"YCR076C"
0.68,177,8,"YCR087C-A"
0.96,173,0,"YCR090C"
0.94,162,0,"YCR095C"
0.93,166,2,"YCR095W-A"
0.53,164,34,"YCR099C"
0.77,165,-1,"YCR101C"
0.91,170,8,"YCR102C"
0,NA,NA,"YDL246C"
0.7,160,40,"YDL241W"
0.76,161,0,"YDL233W"
0.91,171,-7,"YDL218W"
0.93,164,-1,"YDL211C"
0.94,172,1,"YDL206W"
0.93,166,0,"YDL199C"
0.71,154,0,"YDL186W"
0.93,167,17,"YDL180W"
0.95,169,0,"YDL177C"
0.82,175,-8,"YDL160C-A"
0.92,169,0,"YDL157C"
0.88,167,0,"YDL156W"
0.91,174,0,"YDL144C"
0.88,171,9,"YDL133W"
0.83,175,0,"YDL129W"
0.93,173,0,"YDL121C"
0.95,172,0,"YDL119C"
0.95,182,8,"YDL114W"
0.8,167,-8,"YDL109C"
0.59,190,-17,"YDL086W"
0.59,220,8,"YDL085C-A"
0.92,166,0,"YDL073W"
0.76,187,-5,"YDL057W"
0.87,154,-10,"YDL027C"
0.81,175,-8,"YDL007C-A"
0.95,175,7,"YDR018C"
0.91,172,-19,"YDR020C"
0.81,154,0,"YDR034C-A"
0.75,164,5,"YDR034W-B"
0.92,169,-4,"YDR042C"
0.94,170,0,"YDR049W"
0.85,165,0,"YDR056C"
0.85,165,-36,"YDR061W"
0.9,169,15,"YDR066C"
0.97,172,2,"YDR067C"
0.42,161,-4,"YDR070C"
0.91,179,23,"YDR089W"
0.89,165,4,"YDR090C"
0.78,163,35,"YDR109C"
0.86,168,-6,"YDR111C"
0.92,174,2,"YDR115W"
0.91,166,15,"YDR119W"
0.66,150,21,"YDR119W-A"
0.84,180,-9,"YDR124W"
0.91,170,-16,"YDR131C"
0.88,175,-9,"YDR132C"
0.92,171,6,"YDR161W"
0.81,168,10,"YDR179W-A"
0.6,191,37,"YDR194W-A"
0.9,170,7,"YDR210W"
0.91,173,0,"YDR222W"
0.12,217,-70,"YDR246W-A"
0.89,171,-21,"YDR248C"
0.69,180,29,"YDR249C"
0.86,155,-25,"YDR262W"
0.83,165,-6,"YDR282C"
0.86,169,-14,"YDR286C"
0.94,167,0,"YDR291W"
0.84,167,5,"YDR306C"
0.88,178,29,"YDR307W"
0.92,164,-11,"YDR319C"
0.94,166,4,"YDR333C"
0.72,197,10,"YDR336W"
0.83,162,-12,"YDR338C"
0.95,161,-2,"YDR348C"
0.9,170,-4,"YDR352W"
0.59,190,-20,"YDR357C"
0.85,160,7,"YDR370C"
0.94,168,12,"YDR371W"
0.9,174,0,"YDR374C"
0.76,179,0,"YDR374W-A"
0.94,168,2,"YDR387C"
0.86,165,-15,"YDR391C"
0.78,156,-1,"YDR415C"
0.88,175,1,"YDR444W"
0.77,169,-4,"YDR461C-A"
0.69,187,-13,"YDR476C"
0.94,169,1,"YDR506C"
0.92,166,-8,"YDR514C"
0.97,168,0,"YDR520C"
0.62,211,-1,"YDR524W-C"
0.47,193,-13,"YDR524C-B"
0.91,166,2,"YDR541C"
0.5,212,-24,"YEL075C"
0.51,180,-5,"YEL073C"
0.91,169,-2,"YEL070W"
0.73,178,-10,"YEL067C"
0.78,181,-20,"YEL057C"
0.92,163,0,"YEL025C"
0.75,173,0,"YEL023C"
0.89,164,0,"YEL020C"
0.83,170,0,"YEL007W"
0.62,154,0,"YER034W"
0.89,167,0,"YER039C-A"
0.79,168,-16,"YER053C-A"
0.72,174,0,"YER064C"
0.75,183,25,"YER066W"
0.61,169,-22,"YER071C"
0.23,148,19,"YER076C"
0.95,169,20,"YER077C"
0.81,190,-5,"YER078W-A"
0.68,193,-22,"YER079W"
0.96,169,0,"YER085C"
0.6,158,-26,"YER121W"
0.56,163,-8,"YER128W"
0.72,175,-10,"YER130C"
0.93,161,-1,"YER134C"
0.94,175,9,"YER137C"
0.95,172,11,"YER140W"
0.88,163,10,"YER156C"
0.55,176,0,"YER158C"
0.86,164,-2,"YER163C"
0.65,162,7,"YER175W-A"
0.85,173,-15,"YER182W"
0.85,164,-15,"YER184C"
0.87,167,0,"YER186C"
0.85,165,19,"YER187W"
0.52,220,66,"YER188C-A"
0.29,130,56,"YER189W"
0.34,207,-70,"YFL066C"
0.32,143,-34,"YFL065C"
0.37,168,2,"YFL064C"
0.37,205,-62,"YFL061W"
0.87,163,-1,"YFL054C"
0.89,166,-14,"YFL052W"
0.87,173,0,"YFL051C"
0.82,169,-13,"YFL046W"
0.8,165,9,"YFL042C"
0.79,170,13,"YFL041W-A"
0.91,177,-2,"YFL040W"
0.91,171,0,"YFL034W"
0.92,179,0,"YFL012W"
0.85,165,0,"YFR006W"
0.89,183,0,"YFR012W"
0.68,175,-70,"YFR017C"
0.68,188,3,"YFR018C"
0.91,177,12,"YFR032C"
0.46,156,0,"YFR032C-B"
0.65,168,20,"YFR035C"
0.92,166,6,"YFR039C"
0.85,167,-10,"YFR045W"
0.88,168,-7,"YGL242C"
0.55,220,69,"YGL230C"
0.94,182,2,"YGL194C-A"
0.69,145,0,"YGL188C-A"
0.83,189,1,"YGL185C"
0.89,161,-1,"YGL176C"
0.92,166,0,"YGL159W"
0.9,171,0,"YGL146C"
0.92,170,4,"YGL140C"
0.95,176,-13,"YGL138C"
0.95,181,1,"YGL117W"
0.8,163,-19,"YGL114W"
0.8,220,-3,"YGL108C"
0.69,156,13,"YGL101W"
0.83,162,6,"YGL085W"
0.79,159,0,"YGL082W"
0.74,169,-2,"YGL081W"
0.84,164,29,"YGL080W"
0.88,166,4,"YGL079W"
0.54,194,-43,"YGL041C-B"
0.84,180,-14,"YGL041W-A"
0.87,170,-4,"YGL036W"
0.81,175,1,"YGL015C"
0.89,179,-7,"YGL010W"
0.89,163,-5,"YGL006W-A"
0.91,165,-11,"YGR001C"
0.9,171,15,"YGR015C"
0.75,192,-6,"YGR016W"
0.93,169,12,"YGR017W"
0.75,160,0,"YGR021W"
0.96,171,0,"YGR026W"
0.88,168,0,"YGR031W"
0.67,208,27,"YGR035C"
0.87,159,8,"YGR042W"
0.68,170,-4,"YGR052W"
0.9,169,15,"YGR053C"
0.81,163,0,"YGR066C"
0.82,167,-39,"YGR067C"
0.9,158,-2,"YGR071C"
0.8,158,5,"YGR079W"
0.89,169,0,"YGR093W"
0.87,163,-11,"YGR111W"
0.96,171,0,"YGR117C"
0.7,202,18,"YGR121W-A"
0.86,164,23,"YGR125W"
0.82,153,-13,"YGR126W"
0.77,165,-14,"YGR127W"
0.85,166,5,"YGR149W"
0.97,178,4,"YGR153W"
0.63,153,0,"YGR161C"
0.6,153,35,"YGR161W-C"
0.91,169,-18,"YGR168C"
0.8,157,0,"YGR169C-A"
0.88,171,0,"YGR174W-A"
0.85,162,2,"YGR210C"
0.88,173,-5,"YGR235C"
0.89,162,12,"YGR237C"
0.71,182,-34,"YGR243W"
0.39,149,33,"YGR273C"
0.6,169,21,"YHL050C"
0.22,220,-4,"YHL049C"
0.72,204,-2,"YHL048C-A"
0.95,166,-9,"YHL044W"
0.7,187,19,"YHL042W"
0.92,164,1,"YHL029C"
0.88,167,36,"YHL026C"
0.63,185,-19,"YHL018W"
0.87,169,-6,"YHL017W"
0.33,210,70,"YHL015W-A"
0.96,176,-2,"YHL012W"
0.35,199,0,"YHL008C"
0.92,172,19,"YHR009C"
0.94,162,0,"YHR021W-A"
0.81,159,0,"YHR022C"
0.6,166,0,"YHR022C-A"
0.7,189,-17,"YHR033W"
0.94,169,24,"YHR035W"
0.84,164,10,"YHR045W"
0.91,177,-9,"YHR048W"
0.7,156,9,"YHR050W-A"
0.82,186,2,"YHR078W"
0.92,168,1,"YHR097C"
0.91,168,1,"YHR112C"
0.83,164,0,"YHR126C"
0.81,161,-1,"YHR131C"
0.94,168,3,"YHR138C"
0.92,181,3,"YHR140W"
0.94,169,7,"YHR159W"
0.63,157,0,"YHR162W"
0.56,182,13,"YHR177W"
0.6,165,7,"YHR182W"
0.91,168,4,"YHR192W"
0.91,167,1,"YHR202W"
0.89,171,-10,"YHR209W"
0.85,172,10,"YHR210C"
0.39,161,51,"YHR214W"
0.36,210,-24,"YHR214C-D"
0.3,220,-44,"YHR214C-E"
0,NA,NA,"YIL177C"
0,NA,NA,"YIL176C"
0.33,220,-15,"YIL169C"
0.9,178,0,"YIL166C"
0.94,167,4,"YIL161W"
